label,id,name,source_document,purpose,description,characteristics
BasePractice,SUP.8.BP6,null,ASPICE_PAM_4.1,null,"Record, summarize, and communicate the status of the configuration items and established baselines to all affected parties in order to support the monitoring of progress and status.",null
BasePractice,SUP.8.BP7,null,ASPICE_PAM_4.1,null,Ensure that the information about configuration items is correct and complete including the configuration item properties. Ensure the completeness and consistency of the baselines.,null
BasePractice,SUP.8.BP8,null,ASPICE_PAM_4.1,null,Verify the availability of appropriate backup and recovery mechanisms for the configuration management including the controlled configuration items. Initiate measures in case of insufficient backup and recovery mechanisms.,null
BasePractice,SUP.9.BP1,null,ASPICE_PAM_4.1,null,"Each problem is uniquely identified, described and recorded. A status is assigned to each problem to facilitate tracking. Supporting information is provided to reproduce and diagnose the problems.",null
BasePractice,SUP.9.BP2,null,ASPICE_PAM_4.1,null,"Analyze the problems, determine their causes, including common causes if existing, and impacts. Involve the relevant parties. Categorize the problems.",null
BasePractice,SUP.9.BP3,null,ASPICE_PAM_4.1,null,Obtain authorization for immediate action if a problem requires an urgent resolution according to the categorization.,null
BasePractice,SUP.9.BP4,null,ASPICE_PAM_4.1,null,"If, according to the categorization, problems have a high impact on other systems or other affected parties, alert notifications need to be raised accordingly.",null
BasePractice,SUP.9.BP5,null,ASPICE_PAM_4.1,null,"Initiate appropriate actions according to the categorization to resolve the problems long-term and prevent recurrence, including reviews of those actions, or initiate change requests. This includes synchronization and consistency with short-term urgent resolution actions, if applicable.",null
BasePractice,SUP.9.BP6,null,ASPICE_PAM_4.1,null,Track the statuses of the problems to closure including all related change requests. The closure of the problems is accepted by the relevant stakeholders.,null
BasePractice,SUP.9.BP7,null,ASPICE_PAM_4.1,null,"Collect and analyze problem resolution management data, identify trends, and initiate related actions. Regularly report the results of data analysis, the identified trends and the status of problem resolution activities to the affected parties.",null
BasePractice,SUP.10.BP1,null,ASPICE_PAM_4.1,null,"The scope for application of change requests is identified. Each change request is uniquely identified, described, and recorded, including the initiator and reason of the change request. A status is assigned to each change request to facilitate tracking.",null
BasePractice,SUP.10.BP2,null,ASPICE_PAM_4.1,null,The change requests are analyzed by relevant parties according to the analysis criteria. The work products affected by the change requests and dependencies on other change requests are determined. The impact of the change requests is assessed.,null
BasePractice,SUP.10.BP3,null,ASPICE_PAM_4.1,null,The change requests are prioritized and approved for implementation based on the analysis results and the availability of resources.,null
BasePractice,SUP.10.BP4,null,ASPICE_PAM_4.1,null,"Establish bidirectional traceability between the change requests and the work products affected by the change requests. In case that the change requests are initiated by problems, establish bidirectional traceability between the change requests and the corresponding problem reports.",null
BasePractice,SUP.10.BP5,null,ASPICE_PAM_4.1,null,The implementation of the change requests is confirmed before closure by relevant stakeholders.,null
BasePractice,SUP.10.BP6,null,ASPICE_PAM_4.1,null,The change requests are tracked to closure. The status of the change requests is communicated to all affected parties.,null
BasePractice,SUP.11.BP1,null,ASPICE_PAM_4.1,null,"Establish an ML data management system which supports ML data management activities, relevant sources of ML data, ML data lifecycle including a status model, and interfaces to affected parties.",null
BasePractice,SUP.11.BP2,null,ASPICE_PAM_4.1,null,Develop an approach to ensure that the quality of ML data are analyzed based on the defined ML data quality criteria and that activities are performed to support the avoidance of biases of data.,null
BasePractice,SUP.11.BP3,null,ASPICE_PAM_4.1,null,Collect the ML data. Relevant sources for the raw data are identified and continuously monitored for changes. The raw data are collected according to the ML data requirements.,null
BasePractice,SUP.11.BP4,null,ASPICE_PAM_4.1,null,"Process the ML data. The raw data are processed (annotated, analyzed, and structured) according to the ML data requirements.",null
BasePractice,SUP.11.BP5,null,ASPICE_PAM_4.1,null,Assure the quality of the ML data. Perform the activities according to the ML data quality approach to ensure that the ML data meet the defined ML data quality criteria.,null
BasePractice,SUP.11.BP6,null,ASPICE_PAM_4.1,null,Communicate the agreed processed ML data. Inform all affected parties about the agreed processed ML data and provide them to the affected parties.,null
BasePractice,MAN.3.BP1,null,ASPICE_PAM_4.1,null,"Define the scope of work. Identify the project's goals, motivation and boundaries.",null
BasePractice,MAN.3.BP2,null,ASPICE_PAM_4.1,null,"Define the project lifecycle. Define the lifecycle for the project, which is appropriate to the scope, context, and complexity of the project. Define a release scope for relevant milestones.",null
BasePractice,MAN.3.BP3,null,ASPICE_PAM_4.1,null,"Evaluate the feasibility of the project. Evaluate the feasibility of achieving the goals of the project with respect to time, project estimates, and available resources.",null
BasePractice,MAN.3.BP4,null,ASPICE_PAM_4.1,null,Define and monitor the work packages. Define and monitor adequately sized work packages and their dependencies according to defined project lifecycle and estimations.,null
BasePractice,MAN.3.BP5,null,ASPICE_PAM_4.1,null,"Define and monitor the project estimates and resources. Define and monitor the project estimates of effort and resources based on the project's goals, risks, motivation and boundaries.",null
BasePractice,MAN.3.BP6,null,ASPICE_PAM_4.1,null,"Define and monitor the required skills, knowledge, and experience. Identify and monitor the required skills, knowledge, and experience for the project in line with the estimates and work packages.",null
BasePractice,MAN.3.BP7,null,ASPICE_PAM_4.1,null,Define and monitor the project interfaces and agreed commitments. Identify and agree the interfaces of the project with affected stakeholders and monitor the agreed commitments. Define an escalation mechanism for commitments that are not fulfilled.,null
BasePractice,MAN.3.BP8,null,ASPICE_PAM_4.1,null,Define and monitor the project schedule. Allocate resources to the work packages and schedule each activity of the project. Monitor the performance of the activities against the schedule.,null
BasePractice,MAN.3.BP9,null,ASPICE_PAM_4.1,null,"Ensure consistency. Regularly adjust the estimates, resources, skills, work packages and their dependencies, schedules, plans, interfaces, and commitments for the project to ensure consistency with the scope of work.",null
BasePractice,MAN.3.BP10,null,ASPICE_PAM_4.1,null,Review and report the progress of the project. Regularly review and report the status of the project and the fulfillment of the work packages against estimated effort and duration to all affected parties.,null
BasePractice,MAN.5.BP1,null,ASPICE_PAM_4.1,null,Identify sources of risks. Identify and regularly update the sources of risks with affected parties.,null
BasePractice,MAN.5.BP2,null,ASPICE_PAM_4.1,null,Identify the potential undesirable events. Identify the potential undesirable events within the scope of the risk management for the project.,null
BasePractice,MAN.5.BP3,null,ASPICE_PAM_4.1,null,"Determine the risks. Determine the risks by analyzing the probability, consequence and severity of the potential undesirable events to support priorities for the mitigation of the risks.",null
BasePractice,MAN.5.BP4,null,ASPICE_PAM_4.1,null,"Define risk treatment options. For each risk define a treatment option to accept, mitigate, avoid, or share (transfer) the risk.",null
BasePractice,MAN.5.BP5,null,ASPICE_PAM_4.1,null,Define and perform risk treatment activities. Define and perform risk activities for the risk treatment options.,null
BasePractice,MAN.5.BP6,null,ASPICE_PAM_4.1,null,Monitor the risks. Regularly re-evaluate the risks to determine changes in the status of a risk and to evaluate the progress of the risk treatment activities.,null
BasePractice,MAN.5.BP7,null,ASPICE_PAM_4.1,null,"Take corrective action. When risk treatment activities are not effective, take appropriate corrective action.",null
BasePractice,MAN.6.BP1,null,ASPICE_PAM_4.1,null,Identify the information needs. Identify the measurement information needs that are necessary to evaluate the achievement of process objectives and work products.,null
BasePractice,MAN.6.BP2,null,ASPICE_PAM_4.1,null,Specify metrics. Identify and develop an appropriate set of metrics based on the measurement information needs.,null
BasePractice,MAN.6.BP3,null,ASPICE_PAM_4.1,null,"Collect and store the metrics. Collect and store both base and derived metrics, including any context information necessary to verify and understand the metrics.",null
BasePractice,MAN.6.BP4,null,ASPICE_PAM_4.1,null,"Analyze the collected metrics. Analyze, interpret and review the measured values to support decision-making.",null
BasePractice,MAN.6.BP5,null,ASPICE_PAM_4.1,null,Communicate the analysis results. Communicate the analysis results to all affected parties.,null
BasePractice,MAN.6.BP6,null,ASPICE_PAM_4.1,null,Use metrics for decision-making. Make accessible and use information from the collected metrics and analysis results for any decision-making process for which it is relevant.,null
BasePractice,PIM.3.BP1,null,ASPICE_PAM_4.1,null,"Establish a commitment. Establish a commitment to support the process improvement staff, to provide resources and further enablers to sustain improvement actions.",null
BasePractice,PIM.3.BP2,null,ASPICE_PAM_4.1,null,Identify improvement measures. Identify issues from the analysis of process performance and derive improvement opportunities with justified reasons for change.,null
BasePractice,PIM.3.BP3,null,ASPICE_PAM_4.1,null,Establish process improvement goals. Analyze the current status of the existing processes and establish improvement goals.,null
BasePractice,PIM.3.BP4,null,ASPICE_PAM_4.1,null,Prioritize the improvements. Prioritize the improvement goals and improvement measures.,null
BasePractice,PIM.3.BP5,null,ASPICE_PAM_4.1,null,Define process improvement measures. Process improvement measures are defined.,null
BasePractice,PIM.3.BP6,null,ASPICE_PAM_4.1,null,Implement the process improvement measures. Implement and apply the improvements to the processes. Update the process documentation and train people as needed.,null
BasePractice,PIM.3.BP7,null,ASPICE_PAM_4.1,null,"Confirm the process improvements. The effects of process implementation are monitored and measured, and the achievement of defined improvement goals is confirmed.",null
BasePractice,PIM.3.BP8,null,ASPICE_PAM_4.1,null,Communicate the results of the improvements. Knowledge gained from the improvements and progress of the improvement implementation is communicated to all affected parties.,null
BasePractice,REU.2.BP1,null,ASPICE_PAM_4.1,null,Select products for reuse. Select the products to be reused using defined criteria.,null
BasePractice,REU.2.BP2,null,ASPICE_PAM_4.1,null,Analyze the reuse capability of the products. Analyze the designated target architecture and the products to be reused to determine their applicability in the target architecture according to relevant criteria.,null
BasePractice,REU.2.BP3,null,ASPICE_PAM_4.1,null,Define the limitations for reuse. Define and communicate the limitations for the products to be reused.,null
BasePractice,REU.2.BP4,null,ASPICE_PAM_4.1,null,Ensure the qualification of the products for reuse. Provide evidence that the products for reuse are qualified for the intended use of the deliverable.,null
BasePractice,REU.2.BP5,null,ASPICE_PAM_4.1,null,Provide the products for reuse. Make available the products to be reused to affected parties.,null
BasePractice,REU.2.BP6,null,ASPICE_PAM_4.1,null,Communicate information about the effectiveness of the reuse activities. Establish a communication and notification mechanism about experiences and technical outcomes to the provider of reused products.,null
Note,ACQ.4.BP3.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,ACQ.4.BP4.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,SPL.2.BP1.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,SPL.2.BP1.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,SPL.2.BP2.NOTE.3,null,ASPICE_PAM_4.1,null,null,null
Note,SPL.2.BP3.NOTE.4,null,ASPICE_PAM_4.1,null,null,null
Note,SPL.2.BP4.NOTE.5,null,ASPICE_PAM_4.1,null,null,null
Note,SPL.2.BP6.NOTE.6,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.1.BP1.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.1.BP2.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.1.BP2.NOTE.3,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.1.BP3.NOTE.4,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.1.BP3.NOTE.5,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.2.BP1.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.2.BP1.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.2.BP2.NOTE.3,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.2.BP2.NOTE.4,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.2.BP3.NOTE.5,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.2.BP3.NOTE.6,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.2.BP5.NOTE.7,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.2.BP5.NOTE.8,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.3.BP2.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.3.BP3.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.3.BP3.NOTE.3,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.3.BP3.NOTE.4,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.3.BP3.NOTE.5,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.3.BP3.NOTE.6,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.3.BP4.NOTE.7,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.3.BP4.NOTE.8,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.4.BP1.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.4.BP2.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.4.BP3.NOTE.3,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.4.BP3.NOTE.4,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.4.BP4.NOTE.5,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.4.BP5.NOTE.6,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.5.BP1.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.5.BP2.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.5.BP3.NOTE.3,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.5.BP4.NOTE.4,null,ASPICE_PAM_4.1,null,null,null
Note,SYS.5.BP5.NOTE.5,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.1.BP1.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.1.BP1.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.1.BP1.NOTE.3,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.1.BP1.NOTE.4,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.1.BP2.NOTE.5,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.1.BP2.NOTE.6,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.1.BP3.NOTE.7,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.1.BP3.NOTE.8,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.1.BP5.NOTE.9,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.1.BP5.NOTE.10,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.1.BP5.NOTE.11,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.1.BP5.NOTE.12,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.2.BP1.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.2.BP2.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.2.BP2.NOTE.3,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.2.BP3.NOTE.4,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.2.BP3.NOTE.5,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.2.BP3.NOTE.6,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.2.BP3.NOTE.7,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.2.BP3.NOTE.8,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.2.BP4.NOTE.9,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.2.BP4.NOTE.10,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.3.BP1.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.3.BP1.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.3.BP1.NOTE.3,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.3.BP1.NOTE.4,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.3.BP1.NOTE.5,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.3.BP2.NOTE.6,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.3.BP3.NOTE.7,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.3.BP4.NOTE.8,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.3.BP4.NOTE.9,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.3.BP4.NOTE.10,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.4.BP1.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.4.BP1.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.4.BP3.NOTE.3,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.4.BP4.NOTE.4,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.4.BP5.NOTE.5,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.5.BP1.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.5.BP1.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.5.BP2.NOTE.3,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.5.BP3.NOTE.4,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.5.BP4.NOTE.5,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.5.BP4.NOTE.6,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.5.BP4.NOTE.7,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.5.BP5.NOTE.8,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.5.BP6.NOTE.9,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.5.BP7.NOTE.10,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.6.BP1.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.6.BP2.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.6.BP3.NOTE.3,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.6.BP4.NOTE.4,null,ASPICE_PAM_4.1,null,null,null
Note,SWE.6.BP5.NOTE.5,null,ASPICE_PAM_4.1,null,null,null
Note,VAL.1.BP1.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,VAL.1.BP1.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,VAL.1.BP1.NOTE.3,null,ASPICE_PAM_4.1,null,null,null
Note,VAL.1.BP2.NOTE.4,null,ASPICE_PAM_4.1,null,null,null
Note,VAL.1.BP3.NOTE.5,null,ASPICE_PAM_4.1,null,null,null
Note,VAL.1.BP3.NOTE.6,null,ASPICE_PAM_4.1,null,null,null
Note,VAL.1.BP4.NOTE.7,null,ASPICE_PAM_4.1,null,null,null
Note,VAL.1.BP4.NOTE.8,null,ASPICE_PAM_4.1,null,null,null
Note,VAL.1.BP4.NOTE.9,null,ASPICE_PAM_4.1,null,null,null
Note,VAL.1.BP5.NOTE.10,null,ASPICE_PAM_4.1,null,null,null
Note,MLE.1.BP1.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,MLE.1.BP1.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,MLE.1.BP1.NOTE.3,null,ASPICE_PAM_4.1,null,null,null
Note,MLE.1.BP1.NOTE.4,null,ASPICE_PAM_4.1,null,null,null
Note,MLE.1.BP2.NOTE.5,null,ASPICE_PAM_4.1,null,null,null
Note,MLE.1.BP2.NOTE.6,null,ASPICE_PAM_4.1,null,null,null
Note,MLE.1.BP3.NOTE.7,null,ASPICE_PAM_4.1,null,null,null
Note,MLE.1.BP4.NOTE.8,null,ASPICE_PAM_4.1,null,null,null
Note,MLE.1.BP5.NOTE.9,null,ASPICE_PAM_4.1,null,null,null
Note,MLE.1.BP5.NOTE.10,null,ASPICE_PAM_4.1,null,null,null
Note,MLE.2.BP1.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,MLE.2.BP1.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,MLE.2.BP3.NOTE.3,null,ASPICE_PAM_4.1,null,null,null
Note,MLE.2.BP5.NOTE.4,null,ASPICE_PAM_4.1,null,null,null
Note,MLE.2.BP5.NOTE.5,null,ASPICE_PAM_4.1,null,null,null
Note,MLE.3.BP1.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,MLE.3.BP1.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,MLE.3.BP2.NOTE.4,null,ASPICE_PAM_4.1,null,null,null
Note,MLE.3.BP2.NOTE.5,null,ASPICE_PAM_4.1,null,null,null
Note,MLE.3.BP4.NOTE.6,null,ASPICE_PAM_4.1,null,null,null
Note,MLE.4.BP1.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,MLE.4.BP1.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,MLE.4.BP1.NOTE.3,null,ASPICE_PAM_4.1,null,null,null
Note,MLE.4.BP1.NOTE.4,null,ASPICE_PAM_4.1,null,null,null
Note,MLE.4.BP2.NOTE.5,null,ASPICE_PAM_4.1,null,null,null
Note,MLE.4.BP2.NOTE.6,null,ASPICE_PAM_4.1,null,null,null
Note,MLE.4.BP3.NOTE.7,null,ASPICE_PAM_4.1,null,null,null
Note,MLE.4.BP4.NOTE.8,null,ASPICE_PAM_4.1,null,null,null
Note,MLE.4.BP6.NOTE.9,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.1.BP1.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.1.BP1.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.1.BP1.NOTE.3,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.1.BP1.NOTE.4,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.1.BP2.NOTE.5,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.1.BP2.NOTE.6,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.1.BP3.NOTE.7,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.1.BP3.NOTE.8,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.1.BP5.NOTE.9,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.1.BP5.NOTE.10,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.1.BP5.NOTE.11,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.1.BP5.NOTE.12,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.2.BP1.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.2.BP1.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.2.BP2.NOTE.3,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.2.BP2.NOTE.4,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.2.BP3.NOTE.5,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.2.BP4.NOTE.6,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.2.BP4.NOTE.7,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.2.BP5.NOTE.8,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.2.BP5.NOTE.9,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.3.BP1.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.3.BP1.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.3.BP2.NOTE.3,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.3.BP3.NOTE.4,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.3.BP4.NOTE.5,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.3.BP5.NOTE.6,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.3.BP6.NOTE.7,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.4.BP1.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.4.BP2.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.4.BP3.NOTE.3,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.4.BP4.NOTE.4,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.4.BP5.NOTE.5,null,ASPICE_PAM_4.1,null,null,null
Note,HWE.4.BP6.NOTE.6,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.1.BP1.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.1.BP2.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.1.BP3.NOTE.3,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.1.BP4.NOTE.4,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.1.BP6.NOTE.5,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.1.BP6.NOTE.6,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.1.BP7.NOTE.7,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.8.BP1.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.8.BP1.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.8.BP1.NOTE.3,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.8.BP2.NOTE.4,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.8.BP2.NOTE.5,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.8.BP2.NOTE.6,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.8.BP3.NOTE.7,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.8.BP4.NOTE.8,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.8.BP6.NOTE.9,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.8.BP7.NOTE.10,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.8.BP8.NOTE.11,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.9.BP1.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.9.BP1.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.9.BP1.NOTE.3,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.9.BP1.NOTE.4,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.9.BP2.NOTE.5,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.9.BP7.NOTE.6,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.10.BP1.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.10.BP1.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.10.BP1.NOTE.3,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.10.BP2.NOTE.4,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.10.BP3.NOTE.5,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.10.BP3.NOTE.6,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.10.BP6.NOTE.7,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.11.BP1.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.11.BP2.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.11.BP2.NOTE.3,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.11.BP2.NOTE.4,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.11.BP2.NOTE.5,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.11.BP3.NOTE.6,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.11.BP3.NOTE.7,null,ASPICE_PAM_4.1,null,null,null
Note,SUP.11.BP5.NOTE.8,null,ASPICE_PAM_4.1,null,null,null
Note,MAN.3.BP2.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,MAN.3.BP3.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,MAN.3.BP4.NOTE.3,null,ASPICE_PAM_4.1,null,null,null
Note,MAN.3.BP4.NOTE.4,null,ASPICE_PAM_4.1,null,null,null
Note,MAN.3.BP5.NOTE.5,null,ASPICE_PAM_4.1,null,null,null
Note,MAN.3.BP5.NOTE.6,null,ASPICE_PAM_4.1,null,null,null
Note,MAN.3.BP6.NOTE.7,null,ASPICE_PAM_4.1,null,null,null
Note,MAN.3.BP7.NOTE.8,null,ASPICE_PAM_4.1,null,null,null
Note,MAN.3.BP9.NOTE.9,null,ASPICE_PAM_4.1,null,null,null
Note,MAN.3.BP10.NOTE.10,null,ASPICE_PAM_4.1,null,null,null
Note,MAN.5.BP1.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,MAN.5.BP1.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,MAN.5.BP1.NOTE.3,null,ASPICE_PAM_4.1,null,null,null
